,0
0,-0.0191004015505
1,-0.0685648918152
2,0.0156557299197
3,0.0334147773683
4,0.00364367337897
5,-0.0554861389101
6,0.00777081493288
7,0.0482865534723
8,-0.0120119303465
9,-0.0480041988194
10,0.0173813141882
11,0.0568357072771
12,-0.0226294137537
13,-0.0467821322381
14,0.0231896005571
15,0.0550452172756
16,-0.0266077574342
17,-0.0505594797432
18,0.0261955484748
19,0.0476993694901
20,-0.0368794426322
21,-0.0470877066255
22,0.0368327200413
23,0.0383898988366
24,-0.0410501658916
25,-0.0378312096
26,0.0458806492388
27,0.0358687378466
28,-0.0450600720942
29,-0.0287661589682
30,0.0520004928112
31,0.0257562696934
32,-0.0470470115542
33,-0.02082314156
34,0.0500463433564
35,0.0134968105704
36,-0.0572006739676
37,-0.00643798755482
38,0.0507002286613
39,-0.00148407823872
40,-0.060507375747
41,0.00822206865996
42,0.056190520525
43,-0.0132908727974
44,-0.0490324534476
45,0.0205148663372
46,0.0535400137305
47,-0.0281763486564
48,-0.0424363836646
49,0.0346627533436
50,0.0440801493824
51,-0.043283239007
52,-0.0388830415905
53,0.0430177114904
54,0.0268232859671
55,-0.0492584295571
56,-0.0252953898162
57,0.0513252727687
58,0.0120837846771
59,-0.0508909896016
60,-0.00090138829546
61,0.0602519549429
62,-0.00906694028527
63,-0.0526733621955
64,0.0223462302238
65,0.0518556535244
66,-0.0275455527008
67,-0.0485903508961
68,0.0326015539467
69,0.0372693166137
70,-0.0453154407442
71,-0.0364818610251
72,0.0521102212369
73,0.0203162431717
74,-0.0598954334855
75,-0.00734742404893
76,0.0652570202947
77,-0.000639443285763
78,-0.0615400448442
79,0.0136144915596
80,0.0602633133531
81,-0.0230163112283
82,-0.0527595430613
83,0.0360134653747
84,0.0516130067408
85,-0.0417195931077
86,-0.0493130199611
87,0.0487187355757
88,0.0347643345594
89,-0.0640358254313
90,-0.0364072173834
91,0.0621636882424
92,0.0189390815794
93,-0.0648515149951
94,0.00503702042624
95,0.0681467503309
96,0.000450500432635
97,-0.0649176761508
98,0.0275574531406
99,0.0707837343216
100,-0.0442823059857
101,-0.0540917813778
102,0.0349322333932
103,0.0347725786269
104,-0.058503203094
105,-0.0426076091826
106,0.0482167713344
107,0.0271207336336
108,-0.0571130551398
109,-0.0127791743726
110,0.0722498223186
111,0.0170571338385
112,-0.0552584193647
113,0.00373589410447
114,0.0730640813708
115,-0.00334695377387
116,-0.0583469346166
117,0.011680694297
118,0.0523682422936
119,-0.0327379107475
120,-0.0614213235676
121,0.0181879214942
122,0.0355513654649
123,-0.0428450629115
124,-0.0499171428382
125,0.0453444682062
126,0.039043199271
127,-0.0343004651368
128,-0.017829246819
129,0.0556435361505
130,0.0330745689571
131,-0.0366366058588
132,-0.00672522094101
133,0.0499330349267
134,0.00178606854752
135,-0.058886770159
136,-0.0076183876954
137,0.0356903262436
138,-0.0195912402123
139,-0.0580581389368
140,0.00761615438387
141,0.0395554378629
142,-0.0205792337656
143,-0.0316602215171
144,0.0330589823425
145,0.0430272892118
146,-0.0192810297012
147,-0.0189454127103
148,0.0461793802679
149,0.0326697975397
150,-0.0369390808046
151,-0.0223019421101
152,0.0368203260005
153,0.00741488067433
154,-0.0519046857953
155,-0.0115188555792
156,0.0363400168717
157,-0.00818743929267
158,-0.0497440770268
159,0.0138673251495
160,0.0492843165994
161,-0.015322688967
162,-0.0407272092998
163,0.0285154730082
164,0.0513031966984
165,-0.0288619101048
166,-0.0334165394306
167,0.0377292372286
168,0.0281869526953
169,-0.049785040319
170,-0.0301071573049
171,0.047754727304
172,0.0126389618963
173,-0.0579789280891
174,-0.0142211429775
175,0.0591629594564
176,0.00560193601996
177,-0.0517428517342
178,0.0122142536566
179,0.0568786822259
180,-0.0138338580728
181,-0.0498652346432
182,0.0328489020467
183,0.0489607974887
184,-0.0389258041978
185,-0.0481910035014
186,0.0375171229243
187,0.0362501814961
188,-0.0466711074114
189,-0.0368683598936
190,0.0424387194216
191,0.0289497748017
192,-0.0483997575939
193,-0.0172390528023
194,0.056401707232
195,0.0193806104362
196,-0.0541922822595
197,-0.0114816036075
198,0.0592058897018
199,0.00976316444576
200,-0.0555637814105
201,-0.00761891994625
202,0.0491878390312
203,-0.00226735137403
204,-0.0520547479391
205,0.00240854057483
206,0.0473476536572
207,-0.010952277109
208,-0.0432621948421
209,0.012794627808
210,0.0446756109595
211,-0.00622569955885
212,-0.0387798324227
213,0.0136719429865
214,0.0395092628896
215,-0.0102005116642
216,-0.03562502563
217,0.0168647896498
218,0.0306542199105
219,-0.0214400328696
220,-0.0392847135663
221,0.0150705771521
222,0.035004440695
223,-0.0227339752018
224,-0.0369156114757
225,0.0252798907459
226,0.0426238626242
227,-0.0272161830217
228,-0.0398098677397
229,0.0309388786554
230,0.0506933368742
231,-0.0325546935201
232,-0.0466283373535
233,0.0294238012284
234,0.0587795712054
235,-0.0415932647884
236,-0.0546664185822
237,0.0252602118999
238,0.0645865350962
239,-0.0400489829481
240,-0.0686984062195
241,0.0334028452635
242,0.069489531219
243,-0.00378167279996
244,-0.0863361805677
245,0.03277791664
246,0.0499057509005
247,0.0192956738174
248,-0.0918246805668
249,0.0116756837815
250,0.0598051287234
251,0.0212326459587
252,-0.0739841014147
253,-0.0619669519365
254,0.077458716929
255,0.0166745763272
256,1.30439375425e-05
257,-0.101169236004
258,0.0789860114455
259,0.0386820845306
260,0.0261343084276
261,-0.0663146525621
262,-0.0449881628156
263,0.108468532562
264,-0.0166637785733
265,0.027573781088
266,-0.126304149628
267,0.0266065839678
268,0.0669200494885
269,-0.000345755484886
