,0
0,0.000778686895501
1,0.00178625411354
2,0.00161706970539
3,0.00161951046903
4,0.00120498717297
5,0.00235057645477
6,0.00202033482492
7,0.00134358077776
8,0.00194307253696
9,0.00109098141547
10,0.000158636481501
11,0.000585982925259
12,0.000185004959349
13,0.000264695670921
14,0.000270234449999
15,0.000611027411651
16,0.000581706291996
17,0.000884131877683
18,0.000849978125188
19,0.000151323096361
20,0.000400118035031
21,0.000714328198228
22,0.000542430905625
23,0.000258331449004
24,8.00732595962e-06
25,2.68397961918e-05
26,0.00068718357943
27,0.00143152824603
28,0.00180051592179
29,0.00186148611829
30,0.00179345381912
31,0.00128635496367
32,0.00128185015637
33,0.00116046087351
34,0.000600683793891
35,0.000821391062345
36,0.000853180943523
37,0.000187126803212
38,0.00102015666198
39,0.00189492281061
40,0.00216381298378
41,0.00198739347979
42,0.00156355951913
43,0.00108149589505
44,0.00112021237146
45,0.00105762202293
46,7.80885020504e-05
47,0.00015827686002
48,0.000394115631934
49,0.000251519115409
50,0.000313013821142
51,0.000440652191173
52,0.000591896532569
53,0.000124276368297
54,0.000151818385348
55,0.00122947851196
56,0.00158304465003
57,0.00156697351485
58,0.00176594941877
59,0.000670919427648
60,0.000552520446945
61,0.00111485540401
62,0.00142797711305
63,0.00128514133394
64,0.000688847329002
65,0.000805602874607
66,0.00076433934737
67,0.000248980795732
68,0.000560115964618
69,8.4542123659e-05
70,0.000357968645403
71,0.000501725939102
72,0.00121479667723
73,0.00102297274861
74,0.000990412198007
75,0.000542196969036
76,0.000547158764675
77,0.00145333225373
78,0.00146873877384
79,0.0011488981545
80,0.00134381488897
81,0.00187611381989
82,0.00176587409806
83,0.00100104161538
84,0.000874530698638
85,0.00115829717834
86,0.00127625907771
87,0.00162243528757
88,0.000934423704166
89,0.000379486271413
90,0.000558053900022
91,1.99410333153e-05
92,0.000105473925942
93,0.00016753685486
94,0.000208801211556
95,0.000237257889239
96,0.000655328040011
97,0.00136846746318
98,0.00140561140142
99,0.000787530327216
100,0.00164978252724
101,0.00184529169928
102,0.00174473912921
103,0.00163003022317
104,0.0015445536701
105,0.00149682990741
106,0.00105182896368
107,0.00146019330714
108,0.00149332964793
109,0.00167459773365
110,0.0012424075976
111,0.000985866645351
112,0.000973099842668
113,0.000678055803291
114,0.00121325114742
115,0.000864251516759
116,0.00110545253847
117,0.00151119416114
118,0.00127010571305
119,0.00123950524721
120,0.000754279550165
121,0.00106707809027
122,0.0016560938675
123,0.00137543794699
124,0.000975498696789
125,0.000112866757263
126,0.000482746749185
127,0.0017649163492
128,0.00229422887787
129,0.00189872924238
130,0.00170261331368
131,0.00110100454185
132,0.00140756589826
133,2.76802165899e-05
134,0.000260131550021
135,0.000196359847905
136,0.00066616316326
137,0.00144371634815
138,0.000830685021356
139,0.000323926680721
140,0.00045091760694
141,0.000665186089464
142,0.000704551872332
143,0.0023863769602
144,0.00204824982211
145,0.0018327437574
146,0.00191896082833
147,0.0013765640324
148,0.00155472604092
149,0.000421500822995
150,0.000626198656391
151,0.000942797982134
152,0.000703290977981
153,0.000752106949221
154,0.000522733142134
155,0.00105040997732
156,0.000903394829948
157,0.00129319564439
158,0.00177950668149
159,0.000352861417923
160,0.000112504254503
161,6.27697227173e-05
162,0.000218568689888
163,0.000438572373241
164,0.000585136178415
165,0.001080367947
166,0.00142619595863
167,0.00162368244492
168,0.000974312133621
169,0.000430134241469
170,0.000587975606322
171,0.00107110256795
172,0.000775732973125
173,0.000802236667369
174,0.00141376967076
175,0.00146907265298
176,0.00103743060026
177,0.000682560610585
178,0.000788233941421
179,0.00110906083137
180,0.00155041564722
181,0.00219093752094
182,0.00198304723017
183,0.0022688631434
184,0.00277990475297
185,0.00188857188914
186,0.000919960439205
187,0.000843504967634
188,0.00155781127978
189,0.00131109403446
190,0.00101369875483
191,0.000787145283539
192,0.000378272787202
193,0.000317404657835
194,0.00040688624722
195,9.20940583455e-05
196,0.000502884970047
197,2.25715575652e-05
198,0.000132221699459
199,0.000230388497584
200,0.000100327080872
201,0.000407983170589
202,0.00088975840481
203,0.00138263881672
204,0.00148721737787
205,0.00127156171948
206,0.000944540661294
207,0.00124352285638
208,0.00085969484644
209,0.00148363679182
210,0.00215635821223
211,0.0012141483603
212,0.000817059597466
213,0.000793839106336
214,0.000892114301678
215,0.00089081178885
216,0.000327052897774
217,0.000272622855846
218,0.000302609027131
219,0.00017133266374
220,0.000145113808685
221,7.97064276412e-05
222,0.000974239606876
223,0.00131966371555
224,0.000908433517907
225,0.000629040237982
226,6.67097701808e-05
227,0.00076658767648
228,0.000681997858919
229,0.0013288015034
230,0.00145853264257
231,0.00120922748465
232,0.0018105431227
233,0.00150785176083
234,0.00111270009074
235,0.00174377858639
236,0.00139825302176
237,0.000781636452302
238,0.000776122615207
239,0.000989505089819
240,0.00133166555315
241,0.000825380499009
242,0.000493203930091
243,0.000226009651669
244,0.000150142528582
245,0.000754888926167
246,0.00123991630971
247,0.000922286068089
248,0.000366495369235
249,0.000160829746164
250,0.00097621435998
251,0.0015290469164
252,0.00159889587667
253,0.0019458233146
254,0.00192917499226
255,0.00284266402014
256,0.003486484522
257,0.00343367713504
258,0.00394484354183
259,0.00334372580983
260,0.00239376793616
261,0.00244526029564
262,0.00248543196358
263,0.00326877878979
264,0.00388450734317
265,0.00300519098528
266,0.00316886929795
267,0.00427813734859
268,0.00398139376193
269,0.00360433803871
270,0.00291526946239
271,0.00194411864504
272,0.00151734438259
273,0.000453061482403
274,1.00875467979e-05
275,5.59229338251e-05
276,0.00104881625157
277,0.0012170112459
278,0.000684314640239
279,0.000129697174998
280,0.000447104335763
281,0.000904558517504
282,0.00103743537329
283,0.000933524803258
284,0.000591244432144
285,0.000107606480015
286,4.97375367559e-06
287,0.000237687956542
288,0.000716521230061
289,0.00108840584289
290,0.00161863898393
291,0.00174634321593
292,0.00213840370998
293,0.00277850148268
294,0.00235211383551
295,0.00215390929952
296,0.0022772254888
297,0.00138445431367
298,0.00115616305266
299,0.000703311001416
300,0.000744911259972
301,0.00108557159547
302,0.00100151298102
303,0.000472851592349
304,0.00027537898859
305,9.2328460596e-05
306,0.000909271999262
307,0.000714915338904
308,0.000859477033373
309,0.000622914172709
310,0.00026125452132
311,0.000349156587617
312,0.000228732344112
313,9.19498052099e-06
314,1.18517191368e-05
315,0.000251569406828
316,0.000725285033695
317,0.00079657533206
318,0.00161548191682
319,0.00236275466159
320,0.00328570255078
321,0.00350279081613
322,0.00258185295388
323,0.00165490747895
324,0.00181234965567
325,0.00211373460479
326,0.00161530496553
327,0.000197239744011
328,0.00101990415715
329,0.000520459609106
330,0.00224966625683
331,0.00426076538861
332,0.00479902373627
333,0.00488949101418
334,0.00172466994263
335,0.00263982033357
336,0.00870461668819
337,0.0106111234054
338,0.00976985320449
339,0.00916208792478
340,0.0083549041301
341,0.0068042948842
342,0.0049929455854
343,0.00360077479854
344,0.00227014464326
345,0.0010371276876
346,0.000352320377715
347,0.000478938920423
348,6.54658215353e-05
349,0.000145763260662
350,0.000443468859885
351,0.00122609210666
352,0.000804981216788
353,0.00125222222414
354,0.00188354053535
355,0.00122105050832
356,0.00176061084494
357,0.002220118884
358,0.00291819102131
359,0.00423837639391
360,0.004377276171
361,0.00407959287986
362,0.00402336288244
363,0.00404100725427
364,0.00378426467068
365,0.00367252551951
366,0.00324294529855
367,0.00349555886351
368,0.00395532371476
369,0.00382197089493
370,0.0039586937055
371,0.00388002186082
372,0.00338728050701
373,0.00268957600929
374,0.00266649085097
375,0.00296092731878
376,0.0035747019574
377,0.00381231470965
378,0.00371344736777
379,0.0036045096349
380,0.00309011642821
381,0.00226227450185
382,0.000907691952307
383,0.000571093696635
384,0.000191044673556
385,0.00125463295262
386,0.00159370782785
387,0.00205435510725
388,0.00249424227513
389,0.00268149957992
390,0.00269409944303
391,0.00261047924869
392,0.00165443948936
393,0.00165882194415
394,0.0022284751758
395,0.00279402686283
396,0.00295313214883
397,0.00276689697057
398,0.00228288164362
399,0.00144501938485
400,0.00152999709826
401,0.000371223984985
402,0.00056014128495
403,0.000143706158269
404,0.000595692021307
405,0.00212432467379
406,0.00292415800504
407,0.00294717820361
408,0.00301859737374
409,0.00305889756419
410,0.00310935196467
411,0.00287752319127
412,0.00347518082708
413,0.00428423704579
414,0.0049431649968
415,0.00556307472289
416,0.00609282637015
417,0.00691622914746
418,0.00658747972921
419,0.00587441539392
420,0.00558355543762
421,0.00553756067529
422,0.00483084982261
423,0.00390673941001
424,0.00340021308511
425,0.00206459593028
426,0.000551779347006
427,0.000194092295715
428,0.000543577538338
429,0.000908886024263
430,0.000109176005935
431,0.000601874897256
432,0.000258279411355
433,0.000489617930725
434,0.000532551086508
435,0.00159454555251
436,0.00211864430457
437,0.00292229070328
438,0.00256666517816
439,0.00243665836751
440,0.00250882189721
441,0.00207890104502
442,0.00189146783669
443,0.00218249298632
444,0.00195453315973
445,0.00155121041462
446,0.00186404958367
447,0.00200789724477
448,0.00202945712954
449,0.00258068647236
450,0.00193121936172
451,0.000877099053469
452,0.00121836771723
453,0.00111433898564
454,0.000291445408948
455,0.000362071587006
456,0.000254990765825
457,0.000255039514741
458,0.000711664208211
459,0.00179371039849
460,0.0021735096816
461,0.00201681093313
462,0.00191566790454
463,0.00135401310399
464,0.000766859040596
465,0.000341617735103
466,0.000563552719541
467,0.000494460458867
468,0.000317864207318
469,0.000887303613126
470,0.00133163377177
471,0.000584902474657
472,0.00014584933524
473,0.000834427541122
474,0.000960416684393
475,0.00105072010774
476,0.000966412422713
477,0.000660181685816
478,0.00142655556556
479,0.000980742857791
480,0.000603186606895
481,0.00124494847842
482,0.00068088772241
483,0.00168553483672
484,0.00327415764332
485,0.00138018291909
486,0.000847232120577
487,0.00277548632585
488,0.00078057294013
489,0.0034668459557
490,0.00608160160482
491,0.00443599559367
492,0.000353673676727
493,0.00207692524418
494,0.00173870415892
495,0.00273282965645
496,0.00372125254944
497,0.00351807451807
498,0.00167093111668
499,0.000372775131837
500,0.00112608459312
501,0.00391448196024
502,0.00475803250447
503,0.00123397191055
504,0.000471105711767
505,0.000888088485226
506,0.00261713890359
507,0.00366910733283
508,1.73115240614e-05
509,0.00588876660913
510,0.00772127741948
511,0.00468097673729
512,0.000910432601813
513,0.00367399770766
514,0.00243512098677
515,0.00261662201956
516,0.00676062889397
517,0.00495947571471
518,0.000586867623497
519,0.0044085024856
520,0.00303902407177
521,0.00233422871679
522,0.00395203335211
523,0.00376575044356
524,0.00155104277655
525,0.00683928607032
526,0.00721978442743
527,0.00116469175555
